Time (sec),Voltage (V),AccX (m/s^2),AccY (m/s^2),Gyro (deg/sec),Gyro45(deg/sec),Theta (deg)
8.37,-0,0.917917,9.81029,70.8984,72.0494,4.93282
8.38,-0,0.917917,9.81029,70.8984,72.0494,5.1925
8.39,-0,0.821271,9.90554,70.8984,72.0494,5.45219
8.4,-0,1.01456,9.81029,70.8984,71.6952,5.71188
8.41,-0,1.01456,9.81029,70.8984,72.0494,5.97157
8.42,-0,0.917917,9.81029,70.8984,71.6952,6.23126
8.43,-0,0.917917,9.90554,70.8984,71.3411,6.75063
8.44,-0,0.917917,9.81029,70.8984,70.987,6.75063
8.45,-0,0.917917,9.81029,69.2871,70.6328,7.01031
8.46,-0,1.01456,9.81029,69.2871,70.2787,7.27
8.47,-0,1.11121,9.81029,69.2871,69.9246,7.78938
8.48,-0,1.11121,9.81029,69.2871,69.5704,8.04907
8.49,-0,1.3045,9.81029,69.2871,69.5704,8.30876
8.5,0,1.20785,9.81029,69.2871,69.5704,8.56845
8.51,0,1.01456,9.81029,67.6758,68.8621,8.82813
8.52,0,0.821271,9.81029,67.6758,68.1539,8.82813
8.53,0,0.724626,9.81029,66.0645,67.0915,9.08781
8.54,0,1.11121,9.71505,66.0645,66.029,9.3475
8.55,0,1.59443,9.71505,66.0645,66.029,9.86688
8.56,0,1.88437,9.71505,66.0645,66.029,10.1266
8.57,0,1.88437,9.71505,66.0645,66.3832,10.1266
8.58,0,1.88437,9.71505,66.0645,67.0915,10.3863
8.59,0,1.69108,9.71505,66.0645,67.0915,10.646
8.6,0,1.49779,9.71505,66.0645,66.3832,10.9056
8.61,0,1.40114,9.81029,66.0645,65.6749,10.9056
8.62,0,1.40114,9.71505,64.4531,64.9666,11.425
8.63,0,1.40114,9.71505,64.4531,64.2583,11.6847
8.64,0,1.40114,9.71505,62.8418,63.5501,11.9444
8.65,0,1.40114,9.71505,62.8418,62.8418,12.2041
8.66,0,1.40114,9.71505,61.2305,62.1335,12.2041
8.67,0,1.40114,9.71505,61.2305,61.4252,12.4638
8.68,0,1.49779,9.71505,59.6191,60.3628,12.4638
8.69,0,1.59443,9.6198,59.6191,59.6545,12.7234
8.7,0,1.69108,9.6198,58.0078,58.9463,12.9831
8.71,0,1.78772,9.6198,58.0078,58.5921,12.9831
8.72,0,1.88437,9.6198,58.0078,57.8839,13.2428
8.73,0,1.98101,9.6198,56.3965,57.5297,13.2428
8.74,0,2.07766,9.6198,56.3965,57.5297,13.5025
8.75,-0,2.1743,9.6198,56.3965,57.5297,13.5025
8.76,-0,2.27095,9.6198,56.3965,57.5297,13.7622
8.77,-0,2.27095,9.52456,56.3965,57.5297,14.0219
8.78,-0,2.36759,9.52456,56.3965,57.8839,14.0219
8.79,-0,2.46424,9.52456,58.0078,57.5297,14.0219
8.8,-0,2.56089,9.52456,58.0078,58.238,14.2816
8.81,-0,2.65753,9.52456,58.0078,58.9463,14.5413
8.82,-0,2.56089,9.6198,58.0078,59.3004,14.5413
8.83,-0,2.36759,9.52456,58.0078,59.3004,14.8009
8.84,-0,2.27095,9.52456,58.0078,59.3004,14.8009
8.85,-0,2.1743,9.52456,58.0078,59.3004,15.0606
8.86,-0,1.98101,9.6198,58.0078,58.238,15.3203
8.87,-0,1.88437,9.6198,56.3965,57.5297,15.3203
8.88,-0,1.69108,9.6198,56.3965,56.4673,15.58
8.89,-0,1.59443,9.52456,54.7852,55.0508,15.58
8.9,-0,1.59443,9.52456,53.1738,53.9883,15.8397
8.91,-0,1.49779,9.52456,51.5625,52.5718,15.8397
8.92,-0,1.59443,9.52456,49.9512,51.1552,15.8397
8.93,-0,1.59443,9.52456,49.9512,49.7387,15.8397
8.94,-0,1.69108,9.52456,48.3398,48.6763,16.0994
8.95,-0,1.69108,9.52456,46.7285,47.2597,16.0994
8.96,-0,1.88437,9.52456,45.1172,46.1973,16.0994
8.97,-0,1.98101,9.52456,45.1172,45.1349,16.0994
8.98,-0,2.07766,9.52456,43.5059,44.4266,16.0994
8.99,-0,2.27095,9.52456,43.5059,44.0725,16.0994
9,0,2.36759,9.52456,43.5059,43.7183,16.0994
9.01,0,2.56089,9.52456,43.5059,43.3642,16.0994
9.02,0,2.56089,9.42931,43.5059,43.7183,16.0994
9.03,0,2.65753,9.42931,43.5059,43.7183,16.0994
9.04,0,2.65753,9.42931,43.5059,43.7183,16.0994
9.05,0,2.65753,9.42931,43.5059,43.7183,16.0994
9.06,0,2.65753,9.42931,43.5059,44.0725,16.0994
9.07,0,2.65753,9.42931,43.5059,44.0725,16.0994
9.08,0,2.65753,9.52456,43.5059,44.0725,16.0994
9.09,0,2.56089,9.42931,43.5059,44.0725,16.0994
9.1,0,2.56089,9.42931,43.5059,44.4266,16.0994
9.11,0,2.46424,9.52456,43.5059,43.7183,16.0994
9.12,0,2.36759,9.42931,43.5059,43.7183,16.0994
9.13,0,2.46424,9.42931,43.5059,43.3642,16.0994
9.14,0,2.56089,9.42931,43.5059,43.3642,16.0994
9.15,0,2.65753,9.42931,43.5059,43.3642,16.0994
9.16,0,2.65753,9.42931,43.5059,43.7183,16.0994
9.17,0,2.65753,9.42931,43.5059,43.3642,16.0994
9.18,0,2.56089,9.42931,43.5059,43.3642,16.0994
9.19,0,2.56089,9.42931,43.5059,43.3642,16.0994
9.2,0,2.56089,9.42931,43.5059,43.3642,16.0994
9.21,0,2.56089,9.52456,43.5059,43.0101,16.0994
9.22,0,2.56089,9.42931,43.5059,43.0101,16.0994
9.23,0,2.65753,9.42931,43.5059,43.3642,16.0994
9.24,0,2.65753,9.42931,43.5059,43.3642,16.0994
9.25,-0,2.65753,9.42931,43.5059,43.3642,16.0994
9.26,-0,2.65753,9.42931,43.5059,43.3642,16.0994
9.27,-0,2.65753,9.42931,43.5059,43.7183,16.0994
9.28,-0,2.65753,9.42931,43.5059,44.0725,16.0994
9.29,-0,2.75418,9.42931,43.5059,44.0725,16.0994
9.3,-0,2.65753,9.42931,43.5059,44.4266,16.0994
9.31,-0,2.56089,9.42931,43.5059,44.4266,16.0994
9.32,-0,2.56089,9.42931,43.5059,44.4266,16.0994
9.33,-0,2.46424,9.42931,43.5059,44.0725,16.0994
9.34,-0,2.46424,9.42931,43.5059,44.0725,16.0994
9.35,-0,2.46424,9.42931,43.5059,44.0725,16.0994
9.36,-0,2.56089,9.42931,43.5059,44.0725,16.0994
9.37,-0,2.56089,9.42931,43.5059,43.7183,16.0994
9.38,-0,2.56089,9.52456,43.5059,43.7183,16.0994
9.39,-0,2.65753,9.42931,43.5059,44.0725,16.0994
9.4,-0,2.65753,9.42931,43.5059,43.7183,16.0994
9.41,-0,2.65753,9.42931,43.5059,44.4266,16.0994
9.42,-0,2.65753,9.42931,43.5059,44.0725,16.0994
9.43,-0,2.56089,9.42931,43.5059,44.0725,16.0994
9.44,-0,2.56089,9.42931,43.5059,44.0725,16.0994
9.45,-0,2.46424,9.42931,43.5059,43.7183,16.0994
9.46,-0,2.46424,9.42931,43.5059,43.7183,16.0994
9.47,-0,2.56089,9.52456,43.5059,43.7183,16.0994
9.48,-0,2.56089,9.42931,43.5059,43.3642,16.0994
9.49,-0,2.65753,9.42931,43.5059,43.7183,16.0994
9.5,0,2.65753,9.42931,43.5059,43.7183,16.0994
9.51,0,2.65753,9.42931,43.5059,43.7183,16.0994
9.52,0,2.65753,9.42931,43.5059,44.0725,16.0994
9.53,0,2.56089,9.42931,43.5059,44.0725,16.0994
9.54,0,2.56089,9.42931,43.5059,44.0725,16.0994
9.55,0,2.56089,9.42931,43.5059,43.7183,16.0994
9.56,0,2.56089,9.42931,43.5059,44.0725,16.0994
9.57,0,2.56089,9.52456,43.5059,44.0725,16.0994
9.58,0,2.56089,9.42931,43.5059,44.0725,16.0994
9.59,0,2.56089,9.42931,43.5059,44.4266,16.0994
9.6,0,2.56089,9.42931,43.5059,44.4266,16.0994
9.61,0,2.56089,9.42931,43.5059,44.4266,16.0994
9.62,0,2.56089,9.42931,43.5059,44.0725,16.0994
9.63,0,2.56089,9.52456,43.5059,44.0725,16.0994
9.64,0,2.56089,9.52456,43.5059,43.7183,16.0994
9.65,0,2.56089,9.42931,43.5059,43.7183,16.0994
9.66,0,2.56089,9.42931,43.5059,44.0725,16.0994
9.67,0,2.65753,9.42931,43.5059,43.7183,16.0994
9.68,0,2.65753,9.42931,43.5059,44.0725,16.0994
9.69,0,2.65753,9.42931,43.5059,44.0725,16.0994
9.7,0,2.56089,9.42931,43.5059,44.4266,16.0994
9.71,0,2.56089,9.42931,43.5059,44.0725,16.0994
9.72,0,2.56089,9.52456,43.5059,43.7183,16.0994
9.73,0,2.56089,9.52456,43.5059,43.7183,16.0994
9.74,0,2.56089,9.42931,43.5059,43.7183,16.0994
9.75,-0,2.56089,9.42931,43.5059,43.7183,16.0994
9.76,-0,2.56089,9.42931,43.5059,44.0725,16.0994
9.77,-0,2.56089,9.52456,43.5059,44.0725,16.0994
9.78,-0,2.56089,9.52456,43.5059,44.0725,16.0994
9.79,-0,2.56089,9.42931,43.5059,43.7183,16.0994
9.8,-0,2.56089,9.42931,43.5059,43.7183,16.0994
9.81,-0,2.56089,9.42931,43.5059,43.7183,16.0994
9.82,-0,2.56089,9.42931,43.5059,44.0725,16.0994
9.83,-0,2.56089,9.42931,43.5059,43.7183,16.0994
9.84,-0,2.56089,9.42931,43.5059,44.0725,16.0994
9.85,-0,2.56089,9.42931,43.5059,44.0725,16.0994
9.86,-0,2.56089,9.42931,43.5059,44.0725,16.0994
9.87,-0,2.56089,9.42931,43.5059,43.7183,16.0994
9.88,-0,2.56089,9.42931,43.5059,44.0725,16.0994
9.89,-0,2.65753,9.52456,43.5059,43.7183,16.0994
9.9,-0,2.65753,9.42931,43.5059,44.0725,16.0994
9.91,-0,2.65753,9.42931,43.5059,44.0725,16.0994
9.92,-0,2.56089,9.42931,43.5059,44.0725,16.0994
9.93,-0,2.46424,9.42931,43.5059,44.0725,16.0994
9.94,-0,2.36759,9.52456,43.5059,44.0725,16.0994
9.95,-0,2.46424,9.52456,43.5059,43.3642,16.0994
9.96,-0,2.56089,9.42931,43.5059,43.7183,16.0994
9.97,-0,2.56089,9.52456,43.5059,43.3642,16.0994
9.98,-0,2.65753,9.52456,43.5059,43.7183,16.0994
9.99,-0,2.65753,9.42931,43.5059,43.7183,16.0994
